Date,DailyMeanLevel,ReservoirEffectiveStorage,DailyMeanRainfall,Inflow,Outflow,Netflow,NanshiFlow,TotalRawWaterVolumeOfNanshiAndBeishi
2020/7/14,156.31,219.269,0,"507,500","1,795,500","-1,288,000","1,149,840","2,945,340"
2020/7/15,156.14,217.981,11.1,"664,300","1,797,300","-1,133,000","1,223,280","3,020,580"
2020/7/16,155.99,216.848,4.8,"595,208","1,799,208","-1,204,000","1,550,880","3,350,088"
2020/7/17,155.84,215.679,13.3,"590,904","1,715,904","-1,125,000","1,473,120","3,189,024"
2020/7/18,155.7,214.654,1.8,"743,016","1,640,016","-897,000","1,262,880","2,902,896"
2020/7/19,155.54,213.644,5.9,"599,328","1,643,328","-1,044,000","1,256,040","2,899,368"
2020/7/20,155.41,212.493,3.5,"605,704","1,645,704","-1,040,000","1,343,160","2,988,864"
2020/7/21,155.29,211.592,0.3,"613,168","1,650,168","-1,037,000","1,417,320","3,067,488"
2020/7/22,155.14,210.484,0,"546,804","1,653,804","-1,107,000","1,267,200","2,921,004"
2020/7/23,154.98,209.285,0,"400,524","1,654,524","-1,254,000","1,262,160","2,916,684"
2020/7/24,154.81,208.048,0,"407,432","1,656,432","-1,249,000","1,208,880","2,865,312"
2020/7/25,154.77,207.874,70.8,"3,660,580","1,526,580","2,134,000","2,050,560","3,577,140"
2020/7/26,155.07,210.026,24,"2,779,716","1,525,716","1,254,000","2,115,360","3,641,076"
2020/7/27,155.21,211.011,8.3,"1,967,448","1,523,448","444,000","2,310,840","3,834,288"
2020/7/28,155.25,211.326,4.8,"1,523,052","1,523,052",0,"2,519,640","4,042,692"
2020/7/29,155.22,211.101,0.1,"1,128,784","1,646,784","-518,000","1,786,320","3,433,104"
2020/7/30,155.13,210.423,0,"860,384","1,524,384","-664,000","1,506,960","3,031,344"
2020/7/31,155.03,209.647,0.6,"695,596","1,654,596","-959,000","1,378,800","3,033,396"
2020/8/1,154.89,208.658,0,"571,344","1,528,344","-957,000","1,304,640","2,832,984"
2020/8/2,154.76,207.71,7.1,"647,344","1,528,344","-881,000","1,301,040","2,829,384"
2020/8/3,154.74,207.564,50.2,"3,145,380","1,528,380","1,617,000","1,468,080","2,996,460"
2020/8/4,155,209.518,2.7,"2,429,832","1,544,832","885,000","1,369,080","2,913,912"
2020/8/5,155.02,209.635,0.1,"1,378,760","1,526,760","-148,000","1,306,440","2,833,200"
2020/8/6,154.99,209.38,0,"1,001,280","1,664,280","-663,000","1,193,400","2,857,680"
2020/8/7,154.88,208.621,0,"847,116","1,657,116","-810,000","1,105,920","2,763,036"
2020/8/8,154.76,207.716,0,"725,280","1,826,280","-1,101,000","1,067,040","2,893,320"
2020/8/9,154.6,206.563,0,"655,352","1,826,352","-1,171,000","1,026,000","2,852,352"
2020/8/10,154.42,205.228,3.1,"588,484","1,829,484","-1,241,000","1,081,440","2,910,924"
2020/8/11,154.28,204.173,0.2,"576,664","1,667,664","-1,091,000","1,129,680","2,797,344"
2020/8/12,154.12,203.024,0,"575,872","1,954,872","-1,379,000","1,038,240","2,993,112"
2020/8/13,153.93,201.658,4.3,"537,852","1,839,852","-1,302,000","996,480","2,836,332"
2020/8/14,153.75,200.338,0,"467,044","1,549,044","-1,082,000","938,880","2,487,924"
2020/8/15,153.52,198.686,0,"385,192","1,680,192","-1,295,000","874,800","2,554,992"
2020/8/16,153.33,197.361,1.6,"510,652","2,444,652","-1,934,000","853,200","3,297,852"
2020/8/17,153.08,195.555,1.2,"458,164","2,455,164","-1,997,000","838,080","3,293,244"
2020/8/18,152.84,193.835,0.1,"355,092","1,564,092","-1,209,000","825,120","2,389,212"
2020/8/19,152.57,191.955,0.1,"414,404","2,467,404","-2,053,000","792,000","3,259,404"
2020/8/20,152.29,189.944,0,"400,460","2,303,460","-1,903,000","760,320","3,063,780"
2020/8/21,152.01,187.985,4.3,"378,668","2,482,668","-2,104,000","740,160","3,222,828"
2020/8/22,151.77,186.275,33.8,"1,357,968","2,335,968","-978,000","1,215,360","3,551,328"
2020/8/23,151.67,185.603,2.9,"1,105,968","1,732,968","-627,000","1,205,280","2,938,248"
2020/8/24,151.51,184.481,0,"525,336","2,193,336","-1,668,000","935,280","3,128,616"
2020/8/25,151.26,182.742,0,"593,980","2,530,980","-1,937,000","840,240","3,371,220"
2020/8/26,151.05,181.322,5.4,"462,276","1,290,276","-828,000","1,235,880","2,526,156"
2020/8/27,150.98,180.842,40.4,"1,598,424","1,115,424","483,000","2,230,200","3,345,624"
2020/8/28,151.17,182.13,0.2,"1,381,000",0,"1,381,000","2,185,200","2,185,200"
2020/8/29,151.26,182.77,1.3,"829,292","1,589,292","-760,000","1,620,360","3,209,652"
2020/8/30,151.16,182.023,0.5,"686,724","1,445,724","-759,000","1,401,840","2,847,564"
2020/8/31,151.02,181.064,21.6,"582,896","1,615,896","-1,033,000","1,272,240","2,888,136"
2020/9/1,150.98,180.848,15.4,"1,941,532","1,115,532","826,000","1,530,720","2,646,252"
2020/9/2,151.06,181.316,10.2,"1,282,884","1,420,884","-138,000","1,418,400","2,839,284"
2020/9/3,151.04,181.201,0.1,"1,215,244","1,421,244","-206,000","1,254,240","2,675,484"
2020/9/4,150.97,180.73,0.1,"940,068","1,903,068","-963,000","1,134,000","3,037,068"
2020/9/5,150.81,179.605,0.1,"673,776","1,906,776","-1,233,000","1,065,600","2,972,376"
2020/9/6,150.63,178.379,0,"641,740","1,735,740","-1,094,000","986,040","2,721,780"
2020/9/7,150.43,177.022,0,"549,536","2,047,536","-1,498,000","921,960","2,969,496"
2020/9/8,150.24,175.669,0.3,"506,940","2,066,940","-1,560,000","902,160","2,969,100"
2020/9/9,149.99,174.031,3.8,"563,796","1,778,796","-1,215,000","878,760","2,657,556"
2020/9/10,149.81,172.804,0.3,"516,252","2,061,252","-1,545,000","874,080","2,935,332"
2020/9/11,149.57,171.198,0,"463,236","2,068,236","-1,605,000","1,048,320","3,116,556"
2020/9/12,149.4,170.123,27.1,"1,295,028","827,028","468,000","1,830,240","2,657,268"
2020/9/13,149.49,170.71,3.3,"890,192","690,192","200,000","1,918,440","2,608,632"
2020/9/14,149.48,170.588,0.7,"757,508","1,625,508","-868,000","1,409,472","3,034,980"
2020/9/15,149.34,169.659,3.8,"472,816","1,137,816","-665,000","1,485,360","2,623,176"
2020/9/16,149.18,168.65,0.2,"476,920","1,141,920","-665,000","1,589,760","2,731,680"
2020/9/17,149.08,167.967,0,"433,836","1,162,836","-729,000","1,612,080","2,774,916"
2020/9/18,148.95,167.109,0.4,"395,668","1,321,668","-926,000","1,396,800","2,718,468"
2020/9/19,148.81,166.17,15.8,"577,248","1,633,248","-1,056,000","1,326,960","2,960,208"
2020/9/20,148.75,165.775,29.6,"1,373,596","1,636,596","-263,000","1,499,760","3,136,356"
2020/9/21,148.77,165.915,2.3,"1,572,360","1,638,360","-66,000","1,431,000","3,069,360"
2020/9/22,148.72,165.525,0,"1,052,448","1,775,448","-723,000","1,314,720","3,090,168"
2020/9/23,148.57,164.519,0,"785,100","2,096,100","-1,311,000","1,207,800","3,303,900"
2020/9/24,148.37,163.255,6.9,"672,536","1,651,536","-979,000","1,144,800","2,796,336"
2020/9/25,148.23,162.309,3,"685,908","1,792,908","-1,107,000","1,289,520","3,082,428"
2020/9/26,148.06,161.237,8.4,"801,840","1,968,840","-1,167,000","1,223,280","3,192,120"
2020/9/27,147.91,160.275,20.7,"1,151,400","1,022,400","129,000","1,242,720","2,265,120"
2020/9/28,148,160.869,22.6,"2,364,392","1,651,392","713,000","1,596,240","3,247,632"
2020/9/29,148.19,162.159,3,"2,544,132","525,132","2,019,000","1,855,800","2,380,932"
2020/9/30,148.43,163.681,6.7,"1,866,784","1,016,784","850,000","1,690,200","2,706,984"
2020/10/1,148.51,164.194,0.2,"1,396,884","1,330,884","66,000","1,557,360","2,888,244"
2020/10/2,148.52,164.254,0.1,"962,416","700,416","262,000","1,429,200","2,129,616"
2020/10/3,148.55,164.347,2,"808,304","2,117,304","-1,309,000","1,322,640","3,439,944"
2020/10/4,148.27,162.627,0.2,"167,240","1,470,240","-1,303,000","1,241,280","2,711,520"
2020/10/5,148.18,161.6,21.3,"1,662,188","1,792,188","-130,000","1,304,280","3,096,468"
2020/10/6,148.19,162.116,2.6,"1,871,816","1,155,816","716,000","1,528,560","2,684,376"
2020/10/7,148.25,162.48,0.7,"1,338,944","1,468,944","-130,000","1,422,000","2,890,944"
2020/10/8,148.2,162.151,5.7,"1,184,168","1,965,168","-781,000","1,339,200","3,304,368"
2020/10/9,148.11,161.573,15.9,"1,417,220","1,157,220","260,000","1,554,120","2,711,340"
2020/10/10,148.19,162.118,6,"1,368,000",0,"1,368,000","1,757,520","1,757,520"
2020/10/11,148.39,163.424,30.8,"1,881,768","834,768","1,047,000","2,155,680","2,990,448"
2020/10/12,148.88,166.765,13.8,"5,348,000",0,"5,348,000","3,327,480","3,327,480"
2020/10/13,149.78,172.892,49.9,"9,249,000",0,"9,249,000","12,186,000","12,186,000"
2020/10/14,151.4,183.855,4.4,"8,930,000",0,"8,930,000","10,638,000","10,638,000"
2020/10/15,152.24,189.658,14.5,"4,365,000",0,"4,365,000","9,439,200","9,439,200"
2020/10/16,152.83,193.935,50.1,"5,628,000",0,"5,628,000","14,662,800","14,662,800"
2020/10/17,153.97,202.098,13,"8,107,000",0,"8,107,000","12,823,200","12,823,200"
2020/10/18,154.87,208.708,30.9,"6,779,000",0,"6,779,000","11,376,000","11,376,000"
2020/10/19,155.89,216.226,7.7,"7,062,000",0,"7,062,000","11,430,000","11,430,000"
2020/10/20,156.62,221.747,7.3,"4,431,000",0,"4,431,000","9,986,400","9,986,400"
2020/10/21,157.15,225.866,36.2,"5,190,000",0,"5,190,000","15,519,600","15,519,600"
2020/10/22,158.19,234.084,25.8,"9,542,000",0,"9,542,000","19,231,200","19,231,200"
2020/10/23,159.25,242.483,24.9,"7,874,000",0,"7,874,000","16,750,800","16,750,800"
2020/10/24,160.1,249.249,0.2,"5,118,000",0,"5,118,000","12,535,200","12,535,200"
2020/10/25,160.57,253.023,0.9,"2,862,000",0,"2,862,000","8,859,600","8,859,600"
2020/10/26,160.85,255.331,0.2,"1,888,000",0,"1,888,000","6,886,800","6,886,800"
2020/10/27,161.05,256.921,1,"1,400,000",0,"1,400,000","5,594,400","5,594,400"
2020/10/28,161.2,258.174,0.9,"1,073,000",0,"1,073,000","4,845,600","4,845,600"
2020/10/29,161.32,259.203,3,"992,000",0,"992,000","4,471,200","4,471,200"
2020/10/30,161.43,260.113,0.9,"910,000",0,"910,000","4,098,240","4,098,240"
2020/10/31,161.53,260.91,0.8,"663,000",0,"663,000","3,711,600","3,711,600"
2020/11/1,161.61,261.591,6.3,"747,000",0,"747,000","3,276,000","3,276,000"
2020/11/2,161.7,262.283,1.2,"581,000",0,"581,000","3,081,960","3,081,960"
2020/11/3,161.78,262.972,13.1,"831,000",0,"831,000","2,772,720","2,772,720"
2020/11/4,161.88,263.8,1.4,"749,000",0,"749,000","2,732,400","2,732,400"
2020/11/5,161.97,264.529,4.4,"750,000",0,"750,000","2,563,200","2,563,200"
2020/11/6,162.04,265.21,24.8,"1,702,360","450,360","1,252,000","2,989,800","3,440,160"
2020/11/7,162.39,268.088,8.6,"3,350,000",0,"3,350,000","2,991,240","2,991,240"
2020/11/8,162.73,270.957,22,"2,946,000",0,"2,946,000","2,813,040","2,813,040"
2020/11/9,163.11,274.149,4.2,"3,129,000",0,"3,129,000","3,182,400","3,182,400"
2020/11/10,163.42,276.787,8.6,"2,293,000",0,"2,293,000","3,526,200","3,526,200"
2020/11/11,163.66,278.87,0.6,"1,874,000",0,"1,874,000","3,943,800","3,943,800"
2020/11/12,163.88,280.683,16.1,"1,965,000",0,"1,965,000","5,108,400","5,108,400"
2020/11/13,164.29,284.326,43.3,"6,275,000",0,"6,275,000","7,473,600","7,473,600"
2020/11/14,165.2,292.192,14.8,"7,472,000",0,"7,472,000","9,709,200","9,709,200"
2020/11/15,165.84,297.661,0.1,"3,856,000",0,"3,856,000","7,362,000","7,362,000"
2020/11/16,166.17,300.544,4.5,"2,287,000",0,"2,287,000","5,500,800","5,500,800"
2020/11/17,166.39,302.495,4.5,"1,675,000",0,"1,675,000","4,788,000","4,788,000"
2020/11/18,166.57,304.066,1,"1,502,000",0,"1,502,000","4,010,400","4,010,400"
2020/11/19,166.73,305.488,0.1,"1,327,000",0,"1,327,000","3,488,400","3,488,400"
2020/11/20,166.86,306.665,5.9,"1,064,000",0,"1,064,000","3,191,400","3,191,400"
2020/11/21,167.07,308.596,32.5,"3,480,584","460,584","3,020,000","3,416,760","3,877,344"
2020/11/22,167.43,311.739,5,"2,954,260","460,260","2,494,000","3,499,200","3,959,460"
2020/11/23,167.69,314.033,14.2,"2,681,000",0,"2,681,000","3,097,800","3,097,800"
2020/11/24,167.96,316.426,4.7,"2,737,488","1,573,488","1,164,000","3,663,000","5,236,488"
2020/11/25,168.03,317.001,1.8,"2,245,600","2,424,600","-179,000","3,697,200","6,121,800"
2020/11/26,167.98,316.538,0.5,"1,690,464","2,407,464","-717,000","3,249,000","5,656,464"
2020/11/27,167.86,315.452,11.4,"1,622,068","2,695,068","-1,073,000","2,878,920","5,573,988"
2020/11/28,167.78,314.778,23.7,"2,598,112","2,687,112","-89,000","2,892,240","5,579,352"
2020/11/29,167.77,314.699,20.7,"4,255,944","3,808,944","447,000","3,534,480","7,343,424"
2020/11/30,167.91,316.009,38.9,"6,406,872","3,808,872","2,598,000","5,076,000","8,884,872"
2020/12/1,168.43,320.592,60,"15,204,732","12,867,732","2,337,000","10,076,400","22,944,132"
2020/12/2,167.51,312.22,11.3,"9,779,168","22,107,168","-12,328,000","9,432,000","31,539,168"
2020/12/3,166.9,306.972,25.6,"5,944,404","6,742,404","-798,000","8,665,200","15,407,604"
2020/12/4,166.91,307.053,26.9,"7,721,760","6,746,760","975,000","8,377,200","15,123,960"
2020/12/5,167.02,308.022,17.5,"7,183,776","6,739,776","444,000","7,797,600","14,537,376"
2020/12/6,167.02,308.056,25,"6,735,708","6,735,708",0,"7,174,800","13,910,508"
2020/12/7,167.11,308.877,26.8,"8,062,840","6,729,840","1,333,000","7,722,000","14,451,840"
2020/12/8,167.25,310.132,24.6,"7,970,844","6,725,844","1,245,000","7,815,600","14,541,444"
2020/12/9,167.58,313.153,29.4,"8,543,084","3,813,084","4,730,000","8,589,600","12,402,684"
2020/12/10,167.9,315.903,16.9,"7,233,216","6,696,216","537,000","7,560,000","14,256,216"
2020/12/11,167.98,316.605,33,"8,307,012","6,693,012","1,614,000","7,887,600","14,580,612"
2020/12/12,168.1,317.629,2.2,"6,237,496","6,686,496","-449,000","7,034,400","13,720,896"
2020/12/13,167.91,315.889,0.2,"4,099,748","6,695,748","-2,596,000","5,684,400","12,380,148"
2020/12/14,167.58,312.973,23.9,"3,844,500","6,700,500","-2,856,000","4,921,200","11,621,700"
2020/12/15,167.33,310.759,25.5,"5,289,252","6,714,252","-1,425,000","4,705,200","11,419,452"
2020/12/16,167.42,311.673,31.9,"6,675,056","3,823,056","2,852,000","4,953,600","8,776,656"
2020/12/17,167.65,313.657,13.5,"7,380,228","6,666,228","714,000","5,637,600","12,303,828"
2020/12/18,167.76,314.659,20,"5,146,596","3,805,596","1,341,000","5,115,600","8,921,196"
2020/12/19,167.85,315.482,25.2,"7,309,976","6,683,976","626,000","5,270,400","11,954,376"
2020/12/20,167.9,315.926,18.9,"6,780,384","6,690,384","90,000","5,428,800","12,119,184"
2020/12/21,167.9,315.892,19.1,"6,508,936","6,687,936","-179,000","5,745,600","12,433,536"
2020/12/22,167.85,315.463,20.1,"6,243,320","6,691,320","-448,000","5,828,400","12,519,720"
2020/12/23,168.05,317.264,24.8,"7,479,996","3,801,996","3,678,000","6,753,600","10,555,596"
2020/12/24,168.36,320.043,6.3,"5,411,124","3,791,124","1,620,000","5,882,400","9,673,524"
2020/12/25,168.4,320.395,11,"4,262,004","4,622,004","-360,000","5,058,000","9,680,004"
2020/12/26,168.38,320.192,2.2,"3,507,660","3,777,660","-270,000","4,575,600","8,353,260"
2020/12/27,168.44,320.737,1.1,"2,568,852","2,118,852","450,000","3,963,600","6,082,452"
2020/12/28,168.46,320.868,2.2,"1,949,832","2,129,832","-180,000","3,466,800","5,596,632"
2020/12/29,168.32,319.622,0.4,"1,730,160","3,260,160","-1,530,000","3,146,400","6,406,560"
2020/12/30,168.16,318.161,10.6,"1,869,816","3,216,816","-1,347,000","2,921,040","6,137,856"
2020/12/31,168.11,317.802,0,"988,000",0,"988,000","2,761,200","2,761,200"
2021/1/1,168.2,318.524,0,"1,109,556","1,289,556","-180,000","2,475,360","3,764,916"
2021/1/2,168.18,318.419,3.8,"974,520","614,520","360,000","2,221,200","2,835,720"
2021/1/3,168.22,318.741,0.4,"817,460","458,460","359,000","2,328,120","2,786,580"
2021/1/4,168.23,318.887,16.1,"1,168,992","1,168,992",0,"2,098,080","3,267,072"
2021/1/5,168.3,319.45,20.7,"2,306,772","2,126,772","180,000","2,324,880","4,451,652"
2021/1/6,168.26,319.157,21.7,"3,969,216","3,789,216","180,000","2,793,600","6,582,816"
2021/1/7,168.25,319.071,27.2,"6,659,748","6,659,748",0,"3,279,960","9,939,708"
2021/1/8,168.29,319.416,22.8,"7,023,240","6,663,240","360,000","4,194,000","10,857,240"
2021/1/9,168.41,320.459,0,"4,575,376","3,134,376","1,441,000","3,826,800","6,961,176"
2021/1/10,168.3,319.379,1.7,"3,436,984","6,675,984","-3,239,000","2,973,600","9,649,584"
2021/1/11,167.91,315.945,26.2,"3,374,080","6,688,080","-3,314,000","2,946,960","9,635,040"
2021/1/12,167.79,314.886,1.8,"3,207,744","3,297,744","-90,000","3,072,600","6,370,344"
2021/1/13,167.54,312.564,0.1,"2,908,336","6,387,336","-3,479,000","2,961,720","9,349,056"
2021/1/14,167.39,311.293,0.1,"1,843,656","1,576,656","267,000","2,751,120","4,327,776"
2021/1/15,167.41,311.482,0.1,"1,403,156","1,581,156","-178,000","2,477,520","4,058,676"
2021/1/16,167.38,311.263,5.9,"1,104,452","1,015,452","89,000","2,316,240","3,331,692"
2021/1/17,167.4,311.36,8.9,"1,313,436","1,580,436","-267,000","2,484,000","4,064,436"
2021/1/18,167.36,311.063,0.1,"1,111,076","1,022,076","89,000","2,292,480","3,314,556"
2021/1/19,167.37,311.13,0.8,"1,018,368","1,018,368",0,"2,108,520","3,126,888"
2021/1/20,167.36,311.026,3,"910,344","1,177,344","-267,000","1,999,800","3,177,144"
2021/1/21,167.33,310.759,0,"823,504","1,179,504","-356,000","1,904,760","3,084,264"
2021/1/22,167.29,310.403,4.2,"944,032","1,300,032","-356,000","1,802,160","3,102,192"
2021/1/23,167.24,309.969,3.5,"927,484","1,460,484","-533,000","1,733,040","3,193,524"
2021/1/24,167.18,309.428,0.5,"838,304","1,460,304","-622,000","1,665,360","3,125,664"
2021/1/25,167.11,308.799,0,"839,204","1,461,204","-622,000","1,608,480","3,069,684"
2021/1/26,167.03,308.129,3.7,"752,068","1,462,068","-710,000","1,555,200","3,017,268"
2021/1/27,166.96,307.49,4.7,"873,488","1,582,488","-709,000","1,541,160","3,123,648"
2021/1/28,166.88,306.776,4.3,"966,240","1,587,240","-621,000","1,480,680","3,067,920"
2021/1/29,166.81,306.178,0,"782,996","1,578,996","-796,000","1,465,200","3,044,196"
2021/1/30,166.71,305.259,0.1,"707,352","1,592,352","-885,000","1,395,360","2,987,712"
2021/1/31,166.61,304.382,0,"726,412","1,874,412","-1,148,000","1,341,360","3,215,772"
2021/2/1,166.47,303.172,0,"781,760","1,751,760","-970,000","1,313,280","3,065,040"
2021/2/2,166.36,302.172,3,"609,424","1,754,424","-1,145,000","1,279,440","3,033,864"
2021/2/3,166.26,301.075,0.1,"611,432","1,755,432","-1,144,000","1,281,600","3,037,032"
2021/2/4,166.11,299.935,0.1,"650,496","1,880,496","-1,230,000","1,196,280","3,076,776"
2021/2/5,165.95,298.581,0.1,"565,000","1,881,000","-1,316,000","1,151,640","3,032,640"
2021/2/6,165.81,297.288,0,"573,112","1,886,112","-1,313,000","1,103,760","2,989,872"
2021/2/7,165.65,295.949,0.5,"602,408","2,175,408","-1,573,000","1,080,000","3,255,408"
2021/2/8,165.48,294.42,10.3,"637,264","1,770,264","-1,133,000","1,100,880","2,871,144"
2021/2/9,165.35,293.269,12.8,"677,300","1,896,300","-1,219,000","1,398,960","3,295,260"
2021/2/10,165.28,292.764,23.2,"2,281,152","1,324,152","957,000","1,590,120","2,914,272"
2021/2/11,165.52,294.901,29.2,"4,203,648","1,323,648","2,880,000","1,720,440","3,044,088"
2021/2/12,165.88,298.077,27.7,"4,503,000","468,000","4,035,000","2,005,560","2,473,560"
2021/2/13,166.53,303.874,28.3,"7,330,000",0,"7,330,000","2,780,280","2,780,280"
2021/2/14,167.15,309.206,0.3,"4,159,912","2,472,912","1,687,000","2,667,960","5,140,872"
2021/2/15,167.22,309.814,0.1,"2,047,144","891,144","1,156,000","2,082,960","2,974,104"
2021/2/16,167.33,310.829,0.4,"1,454,428","742,428","712,000","1,807,200","2,549,628"
2021/2/17,167.41,311.482,10.8,"1,523,784","899,784","624,000","1,817,280","2,717,064"
2021/2/18,167.45,311.872,0.1,"989,412","722,412","267,000","1,602,000","2,324,412"
2021/2/19,167.44,311.724,0,"1,027,456","1,740,456","-713,000","1,501,920","3,242,376"
2021/2/20,167.37,311.122,0.1,"939,708","1,740,708","-801,000","1,434,240","3,174,948"
2021/2/21,167.29,310.377,0.1,"737,708","1,182,708","-445,000","1,381,320","2,564,028"
2021/2/22,167.23,309.832,0.1,"780,136","2,024,136","-1,244,000","1,309,680","3,333,816"
2021/2/23,167.08,308.547,0.1,"767,848","1,744,848","-977,000","1,262,880","3,007,728"
2021/2/24,166.97,307.56,0.9,"629,812","1,870,812","-1,241,000","1,210,320","3,081,132"
2021/2/25,166.84,306.392,0.1,"705,668","1,591,668","-886,000","1,170,000","2,761,668"
2021/2/26,166.73,305.389,0.8,"618,496","2,033,496","-1,415,000","1,137,600","3,171,096"
2021/2/27,166.59,304.161,3,"621,856","1,592,856","-971,000","1,104,480","2,697,336"
2021/2/28,166.46,303.039,0.8,"641,896","1,876,896","-1,235,000","1,047,636","2,924,532"
2021/3/1,166.32,301.768,0.1,"540,644","1,597,644","-1,057,000","1,013,040","2,610,684"
2021/3/2,166.19,300.697,14.6,"737,892","1,880,892","-1,143,000","1,069,560","2,950,452"
2021/3/3,166.08,299.679,1.5,"708,372","1,761,372","-1,053,000","1,097,280","2,858,652"
2021/3/4,165.95,298.567,0.4,"656,788","1,885,788","-1,229,000","982,800","2,868,588"
2021/3/5,165.81,297.331,0.9,"574,084","1,887,084","-1,313,000","1,001,520","2,888,604"
2021/3/6,165.67,296.062,17.2,"754,252","1,890,252","-1,136,000","997,200","2,887,452"
2021/3/7,165.58,295.333,14.3,"1,088,544","914,544","174,000","1,410,120","2,324,664"
2021/3/8,165.6,295.523,4.9,"1,506,032","1,768,032","-262,000","1,216,440","2,984,472"
2021/3/9,165.55,295.108,2.4,"1,340,828","1,602,828","-262,000","1,140,840","2,743,668"
2021/3/10,165.52,294.777,5.6,"1,109,176","1,894,176","-785,000","1,147,320","3,041,496"
2021/3/11,165.44,294.148,0.5,"1,309,308","1,483,308","-174,000","1,180,080","2,663,388"
2021/3/12,165.38,293.57,0.9,"1,086,848","1,609,848","-523,000","1,108,440","2,718,288"
2021/3/13,165.33,293.106,0.2,"963,168","2,181,168","-1,218,000","1,080,360","3,261,528"
2021/3/14,165.2,291.974,0,"819,404","1,774,404","-955,000","1,013,040","2,787,444"
2021/3/15,165.1,291.146,0.1,"894,796","1,328,796","-434,000","975,600","2,304,396"
2021/3/16,164.96,289.895,0,"850,512","2,323,512","-1,473,000","955,080","3,278,592"
2021/3/17,164.81,288.629,0.2,"865,684","1,989,684","-1,124,000","925,920","2,915,604"
2021/3/18,164.65,287.219,1.2,"765,976","2,318,976","-1,553,000","921,600","3,240,576"
2021/3/19,164.49,285.836,0.1,"860,108","2,151,108","-1,291,000","891,360","3,042,468"
2021/3/20,164.33,284.449,0.4,"687,876","2,148,876","-1,461,000","857,880","3,006,756"
2021/3/21,164.16,283.076,7.8,"861,716","2,146,716","-1,285,000","872,280","3,018,996"
2021/3/22,164.01,281.727,12,"1,025,616","2,309,616","-1,284,000","1,116,000","3,425,616"
2021/3/23,163.91,280.868,0,"800,704","1,483,704","-683,000","1,278,720","2,762,424"
2021/3/24,163.87,280.587,11.7,"976,536","1,318,536","-342,000","1,329,480","2,648,016"
2021/3/25,163.79,279.89,0.1,"669,180","1,863,180","-1,194,000","1,229,400","3,092,580"
2021/3/26,163.67,278.824,0,"691,084","1,797,084","-1,106,000","1,119,960","2,917,044"
2021/3/27,163.54,277.714,0,"614,004","1,634,004","-1,020,000","1,055,520","2,689,524"
2021/3/28,163.42,276.677,0.1,"651,380","1,924,380","-1,273,000","1,019,880","2,944,260"
2021/3/29,163.26,275.366,0,"659,924","1,929,924","-1,270,000","977,040","2,906,964"
2021/3/30,163.1,273.962,8.8,"648,380","1,915,380","-1,267,000","936,360","2,851,740"
2021/3/31,162.96,272.825,1.4,"666,024","2,100,024","-1,434,000","956,880","3,056,904"
2021/4/1,162.79,271.374,0,"590,152","1,936,152","-1,346,000","876,240","2,812,392"
2021/4/2,162.63,269.989,0,"592,524","2,104,524","-1,512,000","857,160","2,961,684"
2021/4/3,162.44,268.44,0.1,"474,940","1,814,940","-1,340,000","835,920","2,650,860"
2021/4/4,162.28,267.121,1.3,"518,140","1,939,140","-1,421,000","803,520","2,742,660"
2021/4/5,162.11,265.665,0,"436,348","1,938,348","-1,502,000","786,600","2,724,948"
2021/4/6,161.92,264.123,0,"421,892","1,835,892","-1,414,000","752,760","2,588,652"
2021/4/7,161.75,262.65,0,"541,932","2,119,932","-1,578,000","734,400","2,854,332"
2021/4/8,161.56,261.077,5.9,"558,748","2,546,748","-1,988,000","738,720","3,285,468"
2021/4/9,161.32,259.152,6.7,"534,584","1,855,584","-1,321,000","759,960","2,615,544"
2021/4/10,161.18,257.947,2.7,"636,652","2,120,652","-1,484,000","751,680","2,872,332"
2021/4/11,160.96,256.173,1.9,"542,804","2,103,804","-1,561,000","758,520","2,862,324"
2021/4/12,160.81,254.862,0,"567,036","2,124,036","-1,557,000","720,720","2,844,756"
2021/4/13,160.57,252.989,2.3,"551,216","2,268,216","-1,717,000","717,120","2,985,336"
2021/4/14,160.41,251.613,6.6,"586,952","2,135,952","-1,549,000","732,600","2,868,552"
2021/4/15,160.2,249.946,2.5,"720,696","2,265,696","-1,545,000","761,040","3,026,736"
2021/4/16,160.03,248.537,0.2,"683,440","2,143,440","-1,460,000","720,720","2,864,160"
2021/4/17,159.84,246.963,1.6,"657,488","2,275,488","-1,618,000","698,040","2,973,528"
2021/4/18,159.65,245.443,0,"615,300","2,148,300","-1,533,000","674,280","2,822,580"
2021/4/19,159.45,243.833,0.4,"458,408","2,148,408","-1,690,000","653,760","2,802,168"
2021/4/20,159.23,242.103,0,"543,740","2,149,740","-1,606,000","648,000","2,797,740"
2021/4/21,159.03,240.432,15.6,"476,224","2,314,224","-1,838,000","648,000","2,962,224"
2021/4/22,158.94,239.866,22.6,"3,144,856","1,466,856","1,678,000","1,137,240","2,604,096"
2021/4/23,159.14,241.36,9.9,"2,116,196","2,036,196","80,000","1,148,760","3,184,956"
2021/4/24,159.09,241.003,1.9,"1,355,324","1,755,324","-400,000","958,320","2,713,644"
2021/4/25,159.02,240.385,1.8,"1,085,404","2,044,404","-959,000","851,040","2,895,444"
2021/4/26,158.88,239.293,1.1,"822,712","2,177,712","-1,355,000","815,760","2,993,472"
